Instance Name       Completion Time     Objective Value     Obj. Func. LB       Gap                 Nb. of ULs          Nb. of Desired ULs  Grid Occupancy      UL Occupancy        
Instance_453_large  6.908800            1050                0                   0                   280                 21                  -                   -                   
Instance_454_large  6.632100            1324                0                   0                   280                 21                  -                   -                   
Instance_455_large  6.223900            1475                0                   0                   280                 21                  -                   -                   
Instance_456_large  6.754000            910                 0                   0                   280                 21                  -                   -                   
Instance_457_large  6.572800            1090                0                   0                   280                 21                  -                   -                   
Instance_458_large  6.464800            905                 0                   0                   280                 21                  -                   -                   
Instance_459_large  6.635500            1285                0                   0                   280                 21                  -                   -                   
Instance_45_large   6.558500            1192                0                   0                   360                 18                  -                   -                   
Instance_460_large  6.766800            1230                0                   0                   280                 21                  -                   -                   
Instance_461_large  7.425500            1697                0                   0                   420                 21                  -                   -                   
Instance_462_large  7.613100            2051                0                   0                   420                 21                  -                   -                   
Instance_463_large  7.526200            2583                0                   0                   420                 21                  -                   -                   
Instance_464_large  7.916500            1922                0                   0                   420                 21                  -                   -                   
Instance_465_large  7.078200            2272                0                   0                   420                 21                  -                   -                   
Instance_466_large  7.057500            2375                0                   0                   420                 21                  -                   -                   
Instance_467_large  8.360900            1864                0                   0                   420                 21                  -                   -                   
Instance_468_large  7.314100            2457                0                   0                   420                 21                  -                   -                   
Instance_469_large  7.963700            2153                0                   0                   420                 21                  -                   -                   
Instance_46_large   6.058000            1457                0                   0                   360                 18                  -                   -                   
Instance_470_large  7.478200            1519                0                   0                   420                 21                  -                   -                   
Instance_471_large  7.957500            2847                0                   0                   560                 21                  -                   -                   
Instance_472_large  8.131500            2332                0                   0                   560                 21                  -                   -                   
Instance_473_large  7.918700            2499                0                   0                   560                 21                  -                   -                   
Instance_474_large  7.891800            2252                0                   0                   560                 21                  -                   -                   
Instance_475_large  7.626000            2859                0                   0                   560                 21                  -                   -                   
Instance_476_large  7.655200            2843                0                   0                   560                 21                  -                   -                   
Instance_477_large  8.311700            2411                0                   0                   560                 21                  -                   -                   
Instance_478_large  7.325500            2751                0                   0                   560                 21                  -                   -                   
Instance_479_large  7.708600            2152                0                   0                   560                 21                  -                   -                   
Instance_47_large   6.442300            1028                0                   0                   360                 18                  -                   -                   
Instance_480_large  7.824800            2352                0                   0                   560                 21                  -                   -                   
Instance_481_large  7.275200            1299                0                   0                   336                 21                  -                   -                   
Instance_482_large  8.133100            1166                0                   0                   336                 21                  -                   -                   
Instance_483_large  7.402800            1069                0                   0                   336                 21                  -                   -                   
Instance_484_large  7.181500            1181                0                   0                   336                 21                  -                   -                   
Instance_485_large  7.730000            1403                0                   0                   336                 21                  -                   -                   
Instance_486_large  7.428700            1763                0                   0                   336                 21                  -                   -                   
Instance_487_large  6.766800            1791                0                   0                   336                 21                  -                   -                   
Instance_488_large  7.104600            1232                0                   0                   336                 21                  -                   -                   
Instance_489_large  7.205200            1265                0                   0                   336                 21                  -                   -                   
Instance_48_large   6.266000            1645                0                   0                   360                 18                  -                   -                   
Instance_490_large  7.613800            1601                0                   0                   336                 21                  -                   -                   
Instance_491_large  8.778400            2194                0                   0                   504                 21                  -                   -                   
Instance_492_large  8.562200            2796                0                   0                   504                 21                  -                   -                   
Instance_493_large  8.669500            2455                0                   0                   504                 21                  -                   -                   
Instance_494_large  8.654500            1845                0                   0                   504                 21                  -                   -                   
Instance_495_large  9.846800            2090                0                   0                   504                 21                  -                   -                   
Instance_496_large  8.711100            1833                0                   0                   504                 21                  -                   -                   
Instance_497_large  8.210100            2683                0                   0                   504                 21                  -                   -                   
Instance_498_large  8.205800            2960                0                   0                   504                 21                  -                   -                   
Instance_499_large  8.608600            2428                0                   0                   504                 21                  -                   -                   
Instance_49_large   6.514300            1467                0                   0                   360                 18                  -                   -                   
Instance_4_large    5.218900            570                 0                   0                   200                 18                  -                   -                   
Instance_500_large  8.245400            2924                0                   0                   504                 21                  -                   -                   
Instance_501_large  8.829500            3575                0                   0                   672                 21                  -                   -                   
Instance_502_large  8.839700            3661                0                   0                   672                 21                  -                   -                   
Instance_503_large  8.544100            3001                0                   0                   672                 21                  -                   -                   
Instance_504_large  8.587200            3166                0                   0                   672                 21                  -                   -                   
Instance_505_large  8.870700            3467                0                   0                   672                 21                  -                   -                   
Instance_506_large  9.224200            2245                0                   0                   672                 21                  -                   -                   
Instance_507_large  8.581900            3404                0                   0                   672                 21                  -                   -                   
Instance_508_large  8.516000            3941                0                   0                   672                 21                  -                   -                   
Instance_509_large  8.810300            2590                0                   0                   672                 21                  -                   -                   
Instance_50_large   6.178000            1918                0                   0                   360                 18                  -                   -                   
Instance_510_large  8.612800            3166                0                   0                   672                 21                  -                   -                   
Instance_511_large  8.109300            1565                0                   0                   392                 21                  -                   -                   
Instance_512_large  8.087800            1163                0                   0                   392                 21                  -                   -                   
Instance_513_large  8.533100            1566                0                   0                   392                 21                  -                   -                   
Instance_514_large  7.928100            1526                0                   0                   392                 21                  -                   -                   
Instance_515_large  8.391700            1152                0                   0                   392                 21                  -                   -                   
Instance_516_large  8.519500            1640                0                   0                   392                 21                  -                   -                   
Instance_517_large  7.881400            1474                0                   0                   392                 21                  -                   -                   
Instance_518_large  8.136700            1797                0                   0                   392                 21                  -                   -                   
Instance_519_large  8.117100            1494                0                   0                   392                 21                  -                   -                   
Instance_51_large   6.427200            1985                0                   0                   480                 18                  -                   -                   
Instance_520_large  8.009400            2251                0                   0                   392                 21                  -                   -                   
Instance_521_large  10.028900           2692                0                   0                   588                 21                  -                   -                   
Instance_522_large  9.479500            2232                0                   0                   588                 21                  -                   -                   
Instance_523_large  9.247600            2441                0                   0                   588                 21                  -                   -                   
Instance_524_large  10.015800           2218                0                   0                   588                 21                  -                   -                   
Instance_525_large  9.641000            2832                0                   0                   588                 21                  -                   -                   
Instance_526_large  9.607000            2641                0                   0                   588                 21                  -                   -                   
Instance_527_large  9.417900            3050                0                   0                   588                 21                  -                   -                   
Instance_528_large  9.625100            2694                0                   0                   588                 21                  -                   -                   
Instance_529_large  9.582800            3192                0                   0                   588                 21                  -                   -                   
Instance_52_large   6.532000            2327                0                   0                   480                 18                  -                   -                   
Instance_530_large  9.118200            3198                0                   0                   588                 21                  -                   -                   
Instance_531_large  10.028500           2791                0                   0                   784                 21                  -                   -                   
Instance_532_large  9.669800            3885                0                   0                   784                 21                  -                   -                   
Instance_533_large  9.998100            2575                0                   0                   784                 21                  -                   -                   
Instance_534_large  9.857800            3885                0                   0                   784                 21                  -                   -                   
Instance_535_large  9.704900            4174                0                   0                   784                 21                  -                   -                   
Instance_536_large  9.394900            2508                0                   0                   784                 21                  -                   -                   
Instance_537_large  10.129600           3307                0                   0                   784                 21                  -                   -                   
Instance_538_large  10.048600           3342                0                   0                   784                 21                  -                   -                   
Instance_539_large  9.464100            3284                0                   0                   784                 21                  -                   -                   
Instance_53_large   6.479500            1362                0                   0                   480                 18                  -                   -                   
Instance_540_large  9.739200            3329                0                   0                   784                 21                  -                   -                   
Instance_541_large  6.589900            820                 0                   0                   200                 24                  -                   -                   
Instance_542_large  7.315200            786                 0                   0                   200                 24                  -                   -                   
Instance_543_large  6.800600            884                 0                   0                   200                 24                  -                   -                   
Instance_544_large  6.858900            849                 0                   0                   200                 24                  -                   -                   
Instance_545_large  6.620800            779                 0                   0                   200                 24                  -                   -                   
Instance_546_large  6.744600            1060                0                   0                   200                 24                  -                   -                   
Instance_547_large  6.915200            555                 0                   0                   200                 24                  -                   -                   
Instance_548_large  7.042300            1012                0                   0                   200                 24                  -                   -                   
Instance_549_large  7.236000            914                 0                   0                   200                 24                  -                   -                   
Instance_54_large   6.164500            1724                0                   0                   480                 18                  -                   -                   
Instance_550_large  7.094400            877                 0                   0                   200                 24                  -                   -                   
Instance_551_large  7.334500            1414                0                   0                   300                 24                  -                   -                   
Instance_552_large  7.063700            1215                0                   0                   300                 24                  -                   -                   
Instance_553_large  7.411100            1634                0                   0                   300                 24                  -                   -                   
Instance_554_large  7.029400            1140                0                   0                   300                 24                  -                   -                   
Instance_555_large  7.732100            1858                0                   0                   300                 24                  -                   -                   
Instance_556_large  7.584600            1802                0                   0                   300                 24                  -                   -                   
Instance_557_large  7.430400            1058                0                   0                   300                 24                  -                   -                   
Instance_558_large  8.100400            1299                0                   0                   300                 24                  -                   -                   
Instance_559_large  7.077100            1471                0                   0                   300                 24                  -                   -                   
Instance_55_large   6.767900            2078                0                   0                   480                 18                  -                   -                   
Instance_560_large  7.478100            1241                0                   0                   300                 24                  -                   -                   
Instance_561_large  7.412500            2243                0                   0                   400                 24                  -                   -                   
Instance_562_large  6.868300            1963                0                   0                   400                 24                  -                   -                   
Instance_563_large  7.125100            1379                0                   0                   400                 24                  -                   -                   
Instance_564_large  7.149100            2502                0                   0                   400                 24                  -                   -                   
Instance_565_large  7.648000            1888                0                   0                   400                 24                  -                   -                   
Instance_566_large  8.128100            2333                0                   0                   400                 24                  -                   -                   
Instance_567_large  8.010600            1918                0                   0                   400                 24                  -                   -                   
Instance_568_large  7.568200            1749                0                   0                   400                 24                  -                   -                   
Instance_569_large  7.095500            2084                0                   0                   400                 24                  -                   -                   
Instance_56_large   6.222100            1999                0                   0                   480                 18                  -                   -                   
Instance_570_large  7.461800            2448                0                   0                   400                 24                  -                   -                   
Instance_571_large  8.367000            817                 0                   0                   240                 24                  -                   -                   
Instance_572_large  7.912100            536                 0                   0                   240                 24                  -                   -                   
Instance_573_large  7.491700            1184                0                   0                   240                 24                  -                   -                   
Instance_574_large  7.525900            874                 0                   0                   240                 24                  -                   -                   
Instance_575_large  8.358300            979                 0                   0                   240                 24                  -                   -                   
Instance_576_large  7.956600            1029                0                   0                   240                 24                  -                   -                   
Instance_577_large  7.885400            1139                0                   0                   240                 24                  -                   -                   
Instance_578_large  8.373400            862                 0                   0                   240                 24                  -                   -                   
Instance_579_large  7.077400            1566                0                   0                   240                 24                  -                   -                   
Instance_57_large   6.199300            1633                0                   0                   480                 18                  -                   -                   
Instance_580_large  7.219100            1031                0                   0                   240                 24                  -                   -                   
Instance_581_large  8.200500            1365                0                   0                   360                 24                  -                   -                   
Instance_582_large  7.819000            1926                0                   0                   360                 24                  -                   -                   
Instance_583_large  8.071700            1526                0                   0                   360                 24                  -                   -                   
Instance_584_large  7.807800            1789                0                   0                   360                 24                  -                   -                   
Instance_585_large  8.303300            1685                0                   0                   360                 24                  -                   -                   
Instance_586_large  8.098200            1510                0                   0                   360                 24                  -                   -                   
Instance_587_large  8.229100            1693                0                   0                   360                 24                  -                   -                   
Instance_588_large  7.892300            1839                0                   0                   360                 24                  -                   -                   
Instance_589_large  8.155900            1771                0                   0                   360                 24                  -                   -                   
Instance_58_large   7.110600            1909                0                   0                   480                 18                  -                   -                   
Instance_590_large  9.429500            2004                0                   0                   360                 24                  -                   -                   
Instance_591_large  7.674500            2193                0                   0                   480                 24                  -                   -                   
Instance_592_large  8.345800            2022                0                   0                   480                 24                  -                   -                   
Instance_593_large  8.227600            2245                0                   0                   480                 24                  -                   -                   
Instance_594_large  8.067700            2310                0                   0                   480                 24                  -                   -                   
Instance_595_large  7.784600            2839                0                   0                   480                 24                  -                   -                   
Instance_596_large  7.931300            2735                0                   0                   480                 24                  -                   -                   
Instance_597_large  7.646700            2484                0                   0                   480                 24                  -                   -                   
Instance_598_large  7.964600            2025                0                   0                   480                 24                  -                   -                   
Instance_599_large  8.008400            1902                0                   0                   480                 24                  -                   -                   
Instance_59_large   6.123100            1268                0                   0                   480                 18                  -                   -                   
Instance_5_large    4.917700            823                 0                   0                   200                 18                  -                   -                   
Instance_600_large  7.965400            2791                0                   0                   480                 24                  -                   -                   
Instance_601_large  8.202500            1226                0                   0                   280                 24                  -                   -                   
Instance_602_large  9.695900            827                 0                   0                   280                 24                  -                   -                   
Instance_603_large  8.816900            1400                0                   0                   280                 24                  -                   -                   
Instance_604_large  8.204500            1022                0                   0                   280                 24                  -                   -                   
Instance_605_large  8.447400            949                 0                   0                   280                 24                  -                   -                   
Instance_606_large  8.202000            1230                0                   0                   280                 24                  -                   -                   
Instance_607_large  7.511200            1311                0                   0                   280                 24                  -                   -                   
Instance_608_large  8.675900            921                 0                   0                   280                 24                  -                   -                   
Instance_609_large  8.378600            900                 0                   0                   280                 24                  -                   -                   
Instance_60_large   6.139700            2317                0                   0                   480                 18                  -                   -                   
Instance_610_large  7.441200            1111                0                   0                   280                 24                  -                   -                   
Instance_611_large  8.807200            1872                0                   0                   420                 24                  -                   -                   
Instance_612_large  8.591600            2371                0                   0                   420                 24                  -                   -                   
Instance_613_large  8.955700            1699                0                   0                   420                 24                  -                   -                   
Instance_614_large  8.556800            2024                0                   0                   420                 24                  -                   -                   
Instance_615_large  8.753100            2179                0                   0                   420                 24                  -                   -                   
Instance_616_large  8.756600            1532                0                   0                   420                 24                  -                   -                   
Instance_617_large  8.619200            2282                0                   0                   420                 24                  -                   -                   
Instance_618_large  9.240400            1388                0                   0                   420                 24                  -                   -                   
Instance_619_large  8.995900            2091                0                   0                   420                 24                  -                   -                   
Instance_61_large   6.048900            1133                0                   0                   280                 18                  -                   -                   
Instance_620_large  8.223800            1605                0                   0                   420                 24                  -                   -                   
Instance_621_large  9.300900            2385                0                   0                   560                 24                  -                   -                   
Instance_622_large  8.518700            3019                0                   0                   560                 24                  -                   -                   
Instance_623_large  8.909600            2705                0                   0                   560                 24                  -                   -                   
Instance_624_large  9.531200            1711                0                   0                   560                 24                  -                   -                   
Instance_625_large  8.594600            2763                0                   0                   560                 24                  -                   -                   
Instance_626_large  8.631800            2045                0                   0                   560                 24                  -                   -                   
Instance_627_large  8.789400            3194                0                   0                   560                 24                  -                   -                   
Instance_628_large  8.259900            2605                0                   0                   560                 24                  -                   -                   
Instance_629_large  8.450900            3062                0                   0                   560                 24                  -                   -                   
Instance_62_large   6.110000            737                 0                   0                   280                 18                  -                   -                   
Instance_630_large  8.550200            3221                0                   0                   560                 24                  -                   -                   
Instance_631_large  6.735600            968                 0                   0                   240                 24                  -                   -                   
Instance_632_large  7.675700            1312                0                   0                   240                 24                  -                   -                   
Instance_633_large  7.129400            1020                0                   0                   240                 24                  -                   -                   
Instance_634_large  7.842800            823                 0                   0                   240                 24                  -                   -                   
Instance_635_large  7.051700            887                 0                   0                   240                 24                  -                   -                   
Instance_636_large  8.867700            1264                0                   0                   240                 24                  -                   -                   
Instance_637_large  7.917700            961                 0                   0                   240                 24                  -                   -                   
Instance_638_large  7.412400            878                 0                   0                   240                 24                  -                   -                   
Instance_639_large  7.741400            1204                0                   0                   240                 24                  -                   -                   
Instance_63_large   6.431900            973                 0                   0                   280                 18                  -                   -                   
Instance_640_large  7.733100            965                 0                   0                   240                 24                  -                   -                   
Instance_641_large  7.839300            3330                0                   0                   360                 24                  -                   -                   
Instance_642_large  7.519600            1787                0                   0                   360                 24                  -                   -                   
Instance_643_large  8.308000            1684                0                   0                   360                 24                  -                   -                   
Instance_644_large  7.609000            1449                0                   0                   360                 24                  -                   -                   
Instance_645_large  8.055700            1287                0                   0                   360                 24                  -                   -                   
Instance_646_large  7.775000            2307                0                   0                   360                 24                  -                   -                   
Instance_647_large  9.177800            1469                0                   0                   360                 24                  -                   -                   
Instance_648_large  7.774600            1952                0                   0                   360                 24                  -                   -                   
Instance_649_large  7.980400            1622                0                   0                   360                 24                  -                   -                   
Instance_64_large   6.322000            617                 0                   0                   280                 18                  -                   -                   
Instance_650_large  7.494800            1792                0                   0                   360                 24                  -                   -                   
Instance_651_large  7.334400            2780                0                   0                   480                 24                  -                   -                   
Instance_652_large  8.203100            2312                0                   0                   480                 24                  -                   -                   
Instance_653_large  7.849100            2269                0                   0                   480                 24                  -                   -                   
Instance_654_large  7.967200            2882                0                   0                   480                 24                  -                   -                   
Instance_655_large  8.053300            1760                0                   0                   480                 24                  -                   -                   
Instance_656_large  7.708200            2560                0                   0                   480                 24                  -                   -                   
Instance_657_large  7.908100            2533                0                   0                   480                 24                  -                   -                   
Instance_658_large  7.198800            2499                0                   0                   480                 24                  -                   -                   
Instance_659_large  8.079200            2391                0                   0                   480                 24                  -                   -                   
Instance_65_large   6.269800            1092                0                   0                   280                 18                  -                   -                   
Instance_660_large  8.313000            1590                0                   0                   480                 24                  -                   -                   
Instance_661_large  7.218200            1221                0                   0                   288                 24                  -                   -                   
Instance_662_large  7.770100            1003                0                   0                   288                 24                  -                   -                   
Instance_663_large  8.001400            1004                0                   0                   288                 24                  -                   -                   
Instance_664_large  7.793600            1426                0                   0                   288                 24                  -                   -                   
Instance_665_large  7.544400            1365                0                   0                   288                 24                  -                   -                   
Instance_666_large  9.080500            1051                0                   0                   288                 24                  -                   -                   
Instance_667_large  7.838100            1474                0                   0                   288                 24                  -                   -                   
Instance_668_large  7.444900            1200                0                   0                   288                 24                  -                   -                   
Instance_669_large  7.913200            1346                0                   0                   288                 24                  -                   -                   
Instance_66_large   6.171000            801                 0                   0                   280                 18                  -                   -                   
Instance_670_large  7.416100            1266                0                   0                   288                 24                  -                   -                   
Instance_671_large  9.060200            2085                0                   0                   432                 24                  -                   -                   
Instance_672_large  8.385100            1545                0                   0                   432                 24                  -                   -                   
Instance_673_large  8.602300            2202                0                   0                   432                 24                  -                   -                   
Instance_674_large  8.688900            1787                0                   0                   432                 24                  -                   -                   
Instance_675_large  9.039500            2616                0                   0                   432                 24                  -                   -                   
Instance_676_large  9.060400            1528                0                   0                   432                 24                  -                   -                   
Instance_677_large  8.909800            2254                0                   0                   432                 24                  -                   -                   
Instance_678_large  8.475200            2175                0                   0                   432                 24                  -                   -                   
Instance_679_large  8.767300            2434                0                   0                   432                 24                  -                   -                   
Instance_67_large   7.132500            934                 0                   0                   280                 18                  -                   -                   
Instance_680_large  8.733900            1349                0                   0                   432                 24                  -                   -                   
Instance_681_large  8.699000            2945                0                   0                   576                 24                  -                   -                   
Instance_682_large  8.924500            3060                0                   0                   576                 24                  -                   -                   
Instance_683_large  8.242800            2867                0                   0                   576                 24                  -                   -                   
Instance_684_large  9.079000            2742                0                   0                   576                 24                  -                   -                   
Instance_685_large  8.181300            3371                0                   0                   576                 24                  -                   -                   
Instance_686_large  8.625500            3648                0                   0                   576                 24                  -                   -                   
Instance_687_large  8.903200            3325                0                   0                   576                 24                  -                   -                   
Instance_688_large  9.394800            2214                0                   0                   576                 24                  -                   -                   
Instance_689_large  8.946600            2384                0                   0                   576                 24                  -                   -                   
Instance_68_large   6.349400            796                 0                   0                   280                 18                  -                   -                   
Instance_690_large  9.382100            3005                0                   0                   576                 24                  -                   -                   
Instance_691_large  7.938600            1371                0                   0                   336                 24                  -                   -                   
Instance_692_large  8.293800            1616                0                   0                   336                 24                  -                   -                   
Instance_693_large  8.362600            1301                0                   0                   336                 24                  -                   -                   
Instance_694_large  8.749800            1326                0                   0                   336                 24                  -                   -                   
Instance_695_large  8.050100            1606                0                   0                   336                 24                  -                   -                   
Instance_696_large  9.682200            1509                0                   0                   336                 24                  -                   -                   
Instance_697_large  8.768300            1356                0                   0                   336                 24                  -                   -                   
Instance_698_large  8.654300            1597                0                   0                   336                 24                  -                   -                   
Instance_699_large  7.987100            1844                0                   0                   336                 24                  -                   -                   
Instance_69_large   5.737200            1267                0                   0                   280                 18                  -                   -                   
Instance_6_large    4.649900            830                 0                   0                   200                 18                  -                   -                   
Instance_700_large  7.954200            1279                0                   0                   336                 24                  -                   -                   
Instance_701_large  9.863700            2844                0                   0                   504                 24                  -                   -                   
Instance_702_large  9.841300            3040                0                   0                   504                 24                  -                   -                   
Instance_703_large  9.532400            2123                0                   0                   504                 24                  -                   -                   
Instance_704_large  9.250000            2450                0                   0                   504                 24                  -                   -                   
Instance_705_large  9.702200            2791                0                   0                   504                 24                  -                   -                   
Instance_706_large  9.442000            2628                0                   0                   504                 24                  -                   -                   
Instance_707_large  9.468400            2068                0                   0                   504                 24                  -                   -                   
Instance_708_large  9.698900            2112                0                   0                   504                 24                  -                   -                   
Instance_709_large  9.832100            2590                0                   0                   504                 24                  -                   -                   
Instance_70_large   5.792100            1189                0                   0                   280                 18                  -                   -                   
Instance_710_large  9.660200            2218                0                   0                   504                 24                  -                   -                   
Instance_711_large  9.454300            3270                0                   0                   672                 24                  -                   -                   
Instance_712_large  9.176300            4305                0                   0                   672                 24                  -                   -                   
Instance_713_large  9.918100            3523                0                   0                   672                 24                  -                   -                   
Instance_714_large  10.033900           2647                0                   0                   672                 24                  -                   -                   
Instance_715_large  9.867500            2527                0                   0                   672                 24                  -                   -                   
Instance_716_large  9.850100            2580                0                   0                   672                 24                  -                   -                   
Instance_717_large  9.421600            2547                0                   0                   672                 24                  -                   -                   
Instance_718_large  9.603600            1938                0                   0                   672                 24                  -                   -                   
Instance_719_large  9.547300            3161                0                   0                   672                 24                  -                   -                   
Instance_71_large   7.065300            1435                0                   0                   420                 18                  -                   -                   
Instance_720_large  9.698300            2937                0                   0                   672                 24                  -                   -                   
Instance_721_large  7.476900            1288                0                   0                   280                 24                  -                   -                   
Instance_722_large  7.672400            1274                0                   0                   280                 24                  -                   -                   
Instance_723_large  7.316500            1060                0                   0                   280                 24                  -                   -                   
Instance_724_large  7.574100            990                 0                   0                   280                 24                  -                   -                   
Instance_725_large  7.612900            1270                0                   0                   280                 24                  -                   -                   
Instance_726_large  8.060100            1550                0                   0                   280                 24                  -                   -                   
Instance_727_large  6.564200            1028                0                   0                   280                 24                  -                   -                   
Instance_728_large  7.441000            988                 0                   0                   280                 24                  -                   -                   
Instance_729_large  7.783800            1590                0                   0                   280                 24                  -                   -                   
Instance_72_large   7.441400            1352                0                   0                   420                 18                  -                   -                   
Instance_730_large  7.775100            1671                0                   0                   280                 24                  -                   -                   
Instance_731_large  8.360200            2031                0                   0                   420                 24                  -                   -                   
Instance_732_large  8.137900            2323                0                   0                   420                 24                  -                   -                   
Instance_733_large  8.543300            2202                0                   0                   420                 24                  -                   -                   
Instance_734_large  8.178700            2697                0                   0                   420                 24                  -                   -                   
Instance_735_large  8.051000            2511                0                   0                   420                 24                  -                   -                   
Instance_736_large  8.524400            1989                0                   0                   420                 24                  -                   -                   
Instance_737_large  8.493600            2065                0                   0                   420                 24                  -                   -                   
Instance_738_large  7.938200            2037                0                   0                   420                 24                  -                   -                   
Instance_739_large  8.431700            2226                0                   0                   420                 24                  -                   -                   
Instance_73_large   6.835700            1710                0                   0                   420                 18                  -                   -                   
Instance_740_large  8.539100            2210                0                   0                   420                 24                  -                   -                   
Instance_741_large  8.084300            2856                0                   0                   560                 24                  -                   -                   
Instance_742_large  8.293900            2163                0                   0                   560                 24                  -                   -                   
Instance_743_large  9.211700            2015                0                   0                   560                 24                  -                   -                   
Instance_744_large  8.455700            2883                0                   0                   560                 24                  -                   -                   
Instance_745_large  8.605000            2862                0                   0                   560                 24                  -                   -                   
Instance_746_large  8.340700            2757                0                   0                   560                 24                  -                   -                   
Instance_747_large  8.518100            3620                0                   0                   560                 24                  -                   -                   
Instance_748_large  8.303400            2606                0                   0                   560                 24                  -                   -                   
Instance_749_large  8.484300            2972                0                   0                   560                 24                  -                   -                   
Instance_74_large   6.692800            2014                0                   0                   420                 18                  -                   -                   
Instance_750_large  8.638400            3210                0                   0                   560                 24                  -                   -                   
Instance_751_large  8.264100            1486                0                   0                   336                 24                  -                   -                   
Instance_752_large  8.385000            1212                0                   0                   336                 24                  -                   -                   
Instance_753_large  8.275300            1333                0                   0                   336                 24                  -                   -                   
Instance_754_large  8.555600            1922                0                   0                   336                 24                  -                   -                   
Instance_755_large  8.562900            1426                0                   0                   336                 24                  -                   -                   
Instance_756_large  8.734300            1195                0                   0                   336                 24                  -                   -                   
Instance_757_large  7.750000            2057                0                   0                   336                 24                  -                   -                   
Instance_758_large  8.442200            1522                0                   0                   336                 24                  -                   -                   
Instance_759_large  8.658100            1460                0                   0                   336                 24                  -                   -                   
Instance_75_large   7.432800            1787                0                   0                   420                 18                  -                   -                   
Instance_760_large  8.415900            2045                0                   0                   336                 24                  -                   -                   
Instance_761_large  9.030300            2703                0                   0                   504                 24                  -                   -                   
Instance_762_large  9.437700            2196                0                   0                   504                 24                  -                   -                   
Instance_763_large  9.134700            3053                0                   0                   504                 24                  -                   -                   
Instance_764_large  8.792600            3738                0                   0                   504                 24                  -                   -                   
Instance_765_large  9.606500            2759                0                   0                   504                 24                  -                   -                   
Instance_766_large  9.202100            2586                0                   0                   504                 24                  -                   -                   
Instance_767_large  9.254200            2505                0                   0                   504                 24                  -                   -                   
Instance_768_large  9.350300            2896                0                   0                   504                 24                  -                   -                   
Instance_769_large  9.895500            2305                0                   0                   504                 24                  -                   -                   
Instance_76_large   6.847700            1598                0                   0                   420                 18                  -                   -                   
Instance_770_large  9.062900            2147                0                   0                   504                 24                  -                   -                   
Instance_771_large  9.759900            2323                0                   0                   672                 24                  -                   -                   
Instance_772_large  9.462200            3035                0                   0                   672                 24                  -                   -                   
Instance_773_large  9.651500            3123                0                   0                   672                 24                  -                   -                   
Instance_774_large  9.063700            3950                0                   0                   672                 24                  -                   -                   
Instance_775_large  9.093400            3897                0                   0                   672                 24                  -                   -                   
Instance_776_large  9.827100            2447                0                   0                   672                 24                  -                   -                   
Instance_777_large  9.475400            3151                0                   0                   672                 24                  -                   -                   
Instance_778_large  9.270300            2746                0                   0                   672                 24                  -                   -                   
Instance_779_large  9.768100            2716                0                   0                   672                 24                  -                   -                   
Instance_77_large   7.070800            1375                0                   0                   420                 18                  -                   -                   
Instance_780_large  9.854200            5172                0                   0                   672                 24                  -                   -                   
Instance_781_large  8.819800            2547                0                   0                   392                 24                  -                   -                   
Instance_782_large  10.087300           1349                0                   0                   392                 24                  -                   -                   
Instance_783_large  8.420300            2011                0                   0                   392                 24                  -                   -                   
Instance_784_large  9.498000            1251                0                   0                   392                 24                  -                   -                   
Instance_785_large  8.583100            1763                0                   0                   392                 24                  -                   -                   
Instance_786_large  9.096700            2096                0                   0                   392                 24                  -                   -                   
Instance_787_large  8.487200            1811                0                   0                   392                 24                  -                   -                   
Instance_788_large  8.972800            1301                0                   0                   392                 24                  -                   -                   
Instance_789_large  8.529500            1784                0                   0                   392                 24                  -                   -                   
Instance_78_large   7.330100            1494                0                   0                   420                 18                  -                   -                   
Instance_790_large  7.604100            2236                0                   0                   392                 24                  -                   -                   
Instance_791_large  10.523100           3136                0                   0                   588                 24                  -                   -                   
Instance_792_large  11.204000           3243                0                   0                   588                 24                  -                   -                   
Instance_793_large  10.492200           2739                0                   0                   588                 24                  -                   -                   
Instance_794_large  10.746400           2887                0                   0                   588                 24                  -                   -                   
Instance_795_large  10.914400           3916                0                   0                   588                 24                  -                   -                   
Instance_796_large  10.090500           3741                0                   0                   588                 24                  -                   -                   
Instance_797_large  10.190700           3076                0                   0                   588                 24                  -                   -                   
Instance_798_large  10.468800           3119                0                   0                   588                 24                  -                   -                   
Instance_799_large  10.516000           3015                0                   0                   588                 24                  -                   -                   
Instance_79_large   6.897900            1433                0                   0                   420                 18                  -                   -                   
Instance_7_large    4.735000            657                 0                   0                   200                 18                  -                   -                   
Instance_800_large  10.681400           3190                0                   0                   588                 24                  -                   -                   
Instance_801_large  10.550500           4026                0                   0                   784                 24                  -                   -                   
Instance_802_large  10.326100           4657                0                   0                   784                 24                  -                   -                   
Instance_803_large  10.507900           4320                0                   0                   784                 24                  -                   -                   
Instance_804_large  10.783100           4309                0                   0                   784                 24                  -                   -                   
Instance_805_large  10.342200           3339                0                   0                   784                 24                  -                   -                   
Instance_806_large  10.517700           3580                0                   0                   784                 24                  -                   -                   
Instance_807_large  10.929000           3980                0                   0                   784                 24                  -                   -                   
Instance_808_large  10.605900           3745                0                   0                   784                 24                  -                   -                   
Instance_809_large  10.580400           3816                0                   0                   784                 24                  -                   -                   
Instance_80_large   7.546200            1593                0                   0                   420                 18                  -                   -                   
