Instance Name       Completion Time     Objective Value     Obj. Func. LB       Gap                 Nb. of ULs          Nb. of Desired ULs  Grid Occupancy      UL Occupancy        
Instance_248_large  30007.012700        1252.000000         1205.000000         0.037540            392                 18                  0.666667            0.045918            
Instance_249_large  30002.399900        1308.000000         1290.000000         0.013761            392                 18                  0.666667            0.045918            
Instance_24_large   30008.384400        1983.000000         1893.000000         0.045386            400                 18                  1.000000            0.045000            
Instance_250_large  30015.651700        1507.000000         1466.000000         0.027206            392                 18                  0.608696            0.045918            
Instance_251_large  30002.675400        2817.000000         2795.000000         0.007810            588                 18                  0.750000            0.030612            
Instance_252_large  30002.671800        2374.000000         2345.000000         0.012216            588                 18                  0.750000            0.030612            
Instance_253_large  30006.042500        2142.000000         2072.000000         0.032680            588                 18                  0.777778            0.030612            
Instance_254_large  29991.639300        2767.000000         2725.000000         0.015179            588                 18                  0.750000            0.030612            
Instance_255_large  30004.513400        2521.000000         2471.000000         0.019833            588                 18                  0.750000            0.030612            
Instance_256_large  30006.220300        2300.000000         2246.000000         0.023478            588                 18                  0.750000            0.030612            
Instance_257_large  29998.775300        2634.000000         2586.000000         0.018223            588                 18                  0.750000            0.030612            
Instance_258_large  30005.339700        2894.000000         2877.000000         0.005874            588                 18                  0.750000            0.030612            
Instance_259_large  29992.398400        2330.000000         2294.000000         0.015451            588                 18                  0.750000            0.030612            
Instance_25_large   30011.533400        1366.000000         1312.000000         0.039531            400                 18                  1.000000            0.045000            
Instance_260_large  30017.041200        2796.000000         2768.000000         0.010014            588                 18                  0.750000            0.030612            
Instance_261_large  30002.785300        3511.000000         3435.000000         0.021646            784                 18                  1.000000            0.022959            
Instance_262_large  30002.557000        3760.000000         3694.000000         0.017553            784                 18                  1.000000            0.022959            
Instance_263_large  30011.578700        3160.000000         3081.000000         0.025000            784                 18                  1.000000            0.022959            
Instance_264_large  30004.650300        2309.000000         2242.000000         0.029017            784                 18                  1.000000            0.022959            
Instance_265_large  30008.542800        3081.000000         3021.000000         0.019474            784                 18                  1.000000            0.022959            
Instance_266_large  30003.108400        3103.000000         3059.000000         0.014180            784                 18                  1.000000            0.022959            
Instance_267_large  29995.391500        2469.000000         2403.000000         0.026731            784                 18                  1.000000            0.022959            
Instance_268_large  30005.164300        2771.000000         2762.000000         0.003248            784                 18                  1.000000            0.022959            
Instance_269_large  30011.792200        3231.000000         3175.000000         0.017332            784                 18                  1.000000            0.022959            
Instance_26_large   30003.923800        1206.000000         1159.000000         0.038972            400                 18                  1.000000            0.045000            
Instance_270_large  30001.188800        2903.000000         2878.000000         0.008612            784                 18                  1.000000            0.022959            
Instance_271_large  30004.540000        560.000000          414.000000          0.260714            200                 21                  0.666667            0.105000            
Instance_272_large  30001.750800        584.000000          480.000000          0.178082            200                 21                  0.666667            0.105000            
Instance_273_large  30005.475900        604.000000          500.000000          0.172185            200                 21                  0.714286            0.105000            
Instance_274_large  30004.931500        568.000000          438.000000          0.228873            200                 21                  0.666667            0.105000            
Instance_275_large  30003.065100        509.000000          369.000000          0.275049            200                 21                  0.714286            0.105000            
Instance_276_large  30002.651400        647.000000          506.000000          0.217929            200                 21                  0.625000            0.105000            
Instance_277_large  30005.522600        600.000000          487.000000          0.188333            200                 21                  0.555556            0.105000            
Instance_278_large  29991.389000        385.000000          250.000000          0.350649            200                 21                  0.588235            0.105000            
Instance_279_large  30008.145700        808.000000          697.000000          0.137376            200                 21                  0.714286            0.105000            
Instance_27_large   30006.392400        1253.000000         1205.000000         0.038308            400                 18                  1.000000            0.045000            
Instance_280_large  30006.724000        651.000000          541.000000          0.168971            200                 21                  0.588235            0.105000            
Instance_281_large  30005.880200        948.000000          823.000000          0.131857            300                 21                  0.750000            0.070000            
Instance_282_large  30016.320500        1302.000000         1157.000000         0.111367            300                 21                  0.750000            0.070000            
Instance_283_large  30015.059700        921.000000          723.000000          0.214984            300                 21                  0.750000            0.070000            
Instance_284_large  30010.061200        905.000000          729.000000          0.194475            300                 21                  0.750000            0.070000            
Instance_285_large  30011.311500        1102.000000         965.000000          0.124319            300                 21                  0.750000            0.070000            
Instance_286_large  30001.382000        1189.000000         1110.000000         0.066442            300                 21                  0.750000            0.070000            
Instance_287_large  30002.569400        1093.000000         909.000000          0.168344            300                 21                  0.750000            0.070000            
Instance_288_large  29991.655300        1053.000000         919.000000          0.127255            300                 21                  0.750000            0.070000            
Instance_289_large  30004.352700        941.000000          839.000000          0.108395            300                 21                  0.750000            0.070000            
Instance_28_large   29998.809500        1326.000000         1271.000000         0.041478            400                 18                  1.000000            0.045000            
Instance_290_large  29998.326600        1048.000000         840.000000          0.198473            300                 21                  0.750000            0.070000            
Instance_291_large  30014.747100        1435.000000         1299.000000         0.094774            400                 21                  1.000000            0.052500            
Instance_292_large  30006.585100        1155.000000         1055.000000         0.086580            400                 21                  1.000000            0.052500            
Instance_293_large  30005.693600        1558.000000         1483.000000         0.048139            400                 21                  1.000000            0.052500            
Instance_294_large  30003.894300        1306.000000         1140.000000         0.127106            400                 21                  1.000000            0.052500            
Instance_295_large  30015.047500        1424.000000         1276.000000         0.103933            400                 21                  1.000000            0.052500            
Instance_296_large  30021.021100        1440.000000         1240.000000         0.138889            400                 21                  1.000000            0.052500            
Instance_297_large  29990.659600        1182.000000         1054.000000         0.108291            400                 21                  1.000000            0.052500            
Instance_298_large  30005.463600        1081.000000         968.000000          0.104533            400                 21                  1.000000            0.052500            
Instance_299_large  30007.263800        1183.000000         1049.000000         0.113271            400                 21                  1.000000            0.052500            
Instance_29_large   30010.508000        990.000000          909.000000          0.081818            400                 18                  1.000000            0.045000            
Instance_2_large    29989.994800        578.000000          530.000000          0.083045            200                 18                  0.555556            0.090000            
Instance_300_large  30006.211800        1434.000000         1271.000000         0.113668            400                 21                  1.000000            0.052500            
Instance_301_large  30002.538200        709.000000          585.000000          0.174894            240                 21                  0.500000            0.087500            
Instance_302_large  30002.691200        821.000000          743.000000          0.095006            240                 21                  0.666667            0.087500            
Instance_303_large  30007.879800        746.000000          667.000000          0.105898            240                 21                  0.625000            0.087500            
Instance_304_large  30004.771400        675.000000          560.000000          0.170370            240                 21                  0.588235            0.087500            
Instance_305_large  30005.819600        659.000000          463.000000          0.297420            240                 21                  0.625000            0.087500            
Instance_306_large  29997.543500        653.000000          538.000000          0.176110            240                 21                  0.625000            0.087500            
Instance_307_large  30014.249900        638.000000          571.000000          0.105016            240                 21                  0.666667            0.087500            
Instance_308_large  29999.493800        562.000000          491.000000          0.126335            240                 21                  0.625000            0.087500            
Instance_309_large  30004.038300        636.000000          514.000000          0.191824            240                 21                  0.625000            0.087500            
Instance_30_large   30003.251200        1108.000000         1043.000000         0.058664            400                 18                  1.000000            0.045000            
Instance_310_large  30005.422400        820.000000          590.000000          0.280488            240                 21                  0.500000            0.087500            
Instance_311_large  30003.828200        1191.000000         1103.000000         0.073887            360                 21                  0.750000            0.058333            
